,Address,Title,Country Name,Description,Tags,Profile Link
2201,EBONA AI,"Stand No- H5-C24, Hall No- Hall 5",United Arab Emirates,"Ebona is an AI-powered education mentor, leveraging data to enhance student experience & performance.",Artificial Intelligence - Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE3Nw==
2202,EBRD STAR VENTURE,"Stand No- H6-D10, Hall No- Hall 6",United Kingdom,"The EBRD’s Star Venture programme supports promising start-ups, accelerators & ecosystem players to scale up through bespoke advisory services.",Ecommerce - Education Tech - Energy Tech - Fintech - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA1MA==
2203,ECO VIA LTD.,"Stand No- H28-B65, Hall No- Hall 28",Bangladesh,Ecovia is a clean-tech startup that specializes in compostable packaging solutions with its unique and patented technology using clothing waste.,Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk1OA==
2204,ECO-TRACK,"Stand No- TBC, Hall No- TBC",United Arab Emirates,"We're creating an app to reduce carbon footprints, promote recycling, and engage communities in environmental conservation.",Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTM2MA==
2205,ECOA-CLIMATE CAPITAL,"Stand No- H27-S24, Hall No- Hall 27",Kenya,BURN manufactures and distributes clean burning biomass cook stoves across Sub-Saharan Africa.,Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mjk5OQ==
2206,"ECODRISIL ESG XPRESS FOR UAE BUSINESSES, POWERED BY #ESGAI","Stand No- H27-S11, Hall No- Hall 27",India,"Ecodrisil ESG, powered by ESGAI, is a technology pioneer offering intelligent sustainability enablement solutions for enterprises across Industries.",Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODc5
2207,ECOSOFT ZOLUTIONS,"Stand No- H2-B58, Hall No- Hall 2",India,ECOSOFT ZOLUTIONS provide enviro friendly software to supply chain industry. Our FINTECH solution GoFin will revolutionize the supply chain financing, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTcxNQ==
2208,EDGEMIND,"Stand No- H4-A08, Hall No- Hall 4",United States of America,No-code AI deployment on Edge Devices. Simplified MLops. Streamlined collaboration.,Artificial Intelligence - Coding and Development - Internet of Things (IOT) - Smart Cities - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIwNg==
2209,EDUVEM,"Stand No- H6-B30, Hall No- Hall 6",Brazil,#1 Platform for building Corporate Universities. An innovative experience in L&D and Digital Events.,"Ecommerce - Education Tech - Media, Marketing & Advertising Tech - Regulatory Technology - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMxMg==
2210,EENTRANS,"Stand No- H5-D48, Hall No- Hall 5",Iran,"reducing manual processes, whereever you sell online, eentrans provides you with the shipping software needed to create a delivery experience.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTA0Mg==
2211,EFATE*,"Stand No- H9-B70, Hall No- Hall 9",United Arab Emirates,EFATE Electronic Waste Management company specialized in managing and collecting e-waste of various types and sizes,Blockchain - Energy Tech - Internet of Things (IOT) - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTE3Nw==
2212,EGORA,"Stand No- H5-B31, Hall No- Hall 5",Australia,"Egora: Transforming hospitality with tech and robotics - POS to automated machines, boosting efficiency, customer experience, and business growth.",Artificial Intelligence - Big Data & Analytics - Cloud Services - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzgyMg==
2213,EGROBOTS,"Stand No- H6-E10, Hall No- Hall 6",Egypt,"Egrobots is an AgriTech that uses advanced robotics and data analytics to make farming smarter, enabling higher production with fewer resources.",AgriTech & FoodTech - Artificial Intelligence - Big Data & Analytics - Internet of Things (IOT) - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYzMg==
2214,EGUIDANCE LABS LLP,"Stand No- H2-B13, Hall No- Hall 2",India,"Pioneering in AI technology - Reshaping Social Media, Influencer Marketing, Photography, Travel & Tourism and Events Management Landscapes","Artificial Intelligence - Big Data & Analytics - Coding and Development - Internet of Things (IOT) - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE5Mg==
2215,EINNEL TECHNOLOGIES,"Stand No- H9-D40, Hall No- Hall 9",India,"EinNel provides solutions for unifying all your data, analytics, and AI on one platform to digitally transform industries and enhance productivity.",Artificial Intelligence - Big Data & Analytics - Energy Tech - Future Mobility & Transportation - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzc3Ng==
2216,EKAGA FUTURISTICS PRIVATE LIMITED,"Stand No- H2-A36, H2-A37, Hall No- Hall 2",India,Ekaga Futuristics Private Limited is a services company exploiting the paths for technology innovation in emerging markets.,5G & Telecommunications - Cyber security - Data Centres - Networking & Infrastructure - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI4MQ==
2217,EKINOPS,"Stand No- H28-A30, Hall No- Hall 28",France,"Ekinops is a leading provider of open, trusted and innovative network connectivity solutions to service providers around the world.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ3OQ==
2218,ELCOIN LTD,"Stand No- H7-C41, Hall No- Hall 7",United Kingdom,"Elcoin is an open banking technology platform provider, that enables customers to create innovative products and services.",Cloud Services - Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzgwMw==
2219,ELECTRONICS AND COMPUTER SOFTWARE EXPORT PROMOTION COUNCIL,"Stand No- H26-A15, Hall No- Hall 26",India,Business Matchmaking services in electronics and software between Indian and foreign companies,Internet of Things (IOT) - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg0MQ==
2220,ELECTRONICS TECHNOLOGY PARKS-KERALA (TECHNOPARK),"Stand No- H26-B50, Hall No- Hall 26",India,Kerala IT a Government of Kerala initiative offering a single window to a world of opportunities to IT industry in the state of Kerala,Blockchain - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODU2
2221,ELEPHANTECH INC,"Stand No- H9-C80, Hall No- Hall 9",Japan,"Elephantech Inc. is the first mass producer of inkjet-printed FPC, reducing the carbon footprint .","Consumer Tech, Smart Home & Smart Workplace - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgwOA==
2222,ELEPHANTECH INC.,"Stand No- H28-S93, Hall No- Hall 28",Japan,"Elephantech Inc. the Tokyo-based startup, is the world's first mass producer of inkjet-printed circuit boards that reduce the carbon footprint by 75%.","Consumer Tech, Smart Home & Smart Workplace - Gaming - Sustainability & Green Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/OTA2
2223,ELITESOFT,"Stand No- H26-B16, Hall No- Hall 26",United Arab Emirates,Specialties: - E-Commerce Solutions - CRM - E-Learning - Real Estate Management - WhatsApp Integration - Payment Solutions - End-End Solutions,Artificial Intelligence - Coding and Development - Ecommerce - Smart Cities - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTkzNA==
2224,ELKTECH,"Stand No- H9-A08, Hall No- Hall 9",Pakistan,"Elktech was founded with a vision to revolutionize the SAAS and AI landscape, making it more accessible to everyone with rapid prototyping techniques.",Artificial Intelligence - Coding and Development - Ecommerce - Fintech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMxMQ==
2225,ELYSEE BRAND,"Stand No- H3-B01, Hall No- Hall 3",Rwanda,"This is a digital agency that is specialized in providing digital tools, environments and systems.","3D Printing & Printing Services - Coding and Development - Media, Marketing & Advertising Tech - Networking & Infrastructure - Quantum & High Performance Computing - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI2Mg==
2226,ELYX,"Stand No- H28-S113, Hall No- Hall 28",France,"ELYX is the UN Digital Ambassador. Behind, we are a team passionate about Culture, Innovation & Sustainability acting with consultancy + activations.","Artificial Intelligence - Education Tech - Media, Marketing & Advertising Tech - Metaverse, Immersive Tech - Sustainability & Green Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTc2Nw==
2227,EM&AI,"Stand No- H3-A44, Hall No- Hall 3",Vietnam,EM AND AI is a pioneer company in intensive research of Vietnamese Natural Language Processing Technology and Artificial Intelligence in Vietnam.,"Artificial Intelligence - Media, Marketing & Advertising Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjI4Mg==
2228,EMBIEN TECHNOLOGIES INDIA PRIVATE LIMITED,"Stand No- H2-B73, Hall No- Hall 2",India,Embien is an team of highly skilled engineers who have worked in developing cutting edge electronic products across various domains, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTgyNQ==
2229,EMIRATES DEVELOPMENT BANK - AE,"Stand No- H7-C30, Hall No- Hall 7",United Arab Emirates,"EDB is the UAE’s development bank, a key financial engine for the economic development and industrial advancement of the nation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDcyNw==
2230,EMPEIRIA - A CREDIBLE DIGITAL IDENTITY FOR PROFESSIONAL GROWTH,"Stand No- H8-B18, H8-B19, Hall No- Hall 8",United Arab Emirates,Our web3 platform helps to create a credible digital identity that unlocks monetizing insights & expertise while maintaining privacy & data ownership,"Artificial Intelligence - Blockchain - Fintech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjcwNg==
2231,EMPLACE,"Stand No- H29-G01, Hall No- Hall 29",Canada,Emplace enables high-traffic property owners to monetize their assets through advertisement.,"Artificial Intelligence - Media, Marketing & Advertising Tech - PropTech - Retail Tech - Smart Cities - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTgyMg==
2232,EMPRART,"Stand No- H9-B100, Hall No- Hall 9",Algeria,EMPRART est la première marketplace digital d'art et d'artisanat algérien,Ecommerce - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDY0OQ==
2233,EMTEN,"Stand No- H9-C20, Hall No- Hall 9",Pakistan,"""EMTEN: A revolutionary trivia platform transforming user engagement and market insights globally.""","Artificial Intelligence - Cloud Services - Gaming - Media, Marketing & Advertising Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU0OQ==
2234,ENABLE.TECH,"Stand No- H5-A51, Hall No- Hall 5",United Arab Emirates,"Empowering restaurants with technology: Loyalty, Call Center, Whatsapp Ordering, E-Commerce, OrdersHub, Operations, Delivery Managment & much more!", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUzNA==
2235,ENENT,"Stand No- H9-C20, Hall No- Hall 9",Pakistan,Enent is a cutting-edge clean-tech electronics startup dedicated to crafting innovative solutions that combat energy wastage.,Energy Tech - Internet of Things (IOT) - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU0OA==
2236,ENERGY24BY7,"Stand No- H2-C77, Hall No- Hall 2",India,Power electronics based hardware design company based in India with two products in cleantech domain and 500 customers across India and Africa.,"Consumer Tech, Smart Home & Smart Workplace - Data Centres - Energy Tech - Smart Cities - Sustainability & Green Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzY3Mw==
2237,ENGAGEPACKAGE,"Stand No- H4-B01, Hall No- Hall 4",United Arab Emirates,Customer Engagement Technologies For Local Businesses!,"AgriTech & FoodTech - Ecommerce - Media, Marketing & Advertising Tech - Retail Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMzNA==
2238,ENJINSTARTER,"Stand No- H8-B50, Hall No- Hall 8",United Arab Emirates,We are a web3 launchpad and advisory and have helped 80 projects raise over US$12.5m in 2 years, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjY1Mg==
2239,ENNOVATORS,"Stand No- P18, Hall No- Hall 26",United States of America,We are leader in IT solutions. With our team of professionals which helps us to create significant opportunities to make the world a better place.,Cloud Services - Coding and Development - Data Centres - Ecommerce - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODE2
2240,ENREAP,"Stand No- H26-B36, Hall No- Hall 26",United Arab Emirates,An Atlassian Platinum partner,Cloud Services - Coding and Development - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODU0
2241,ENRICHLY,"Stand No- H6-A15, Hall No- Hall 6",United States of America,Enrichly is encouraging and teaching healthy self esteem through its gamified personal development platform.,Education Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjAwNg==
2242,ENTHU TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Stand No- H2-B71, Hall No- Hall 2",India,"As we have in-house Hardware Design and Prototyping, Software Development, EMS Assembly, Enclosure Design & Manufacturing, IoT Cloud based Web & Mobie", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTgyNg==
2243,ENTHU TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Stand No- H2-B71, Hall No- Hall 2",India,"We offer Product Design, Development, and Manufacturing services for Embedded and IoT products.",AgriTech & FoodTech - Education Tech - Internet of Things (IOT) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTg4Mw==
2244,ENTREPRENEUR MIDDLE EAST - BNC PUBLISHING,"Stand No- H6-G50, Hall No- Hall 6",United Arab Emirates,"Our Mission. In 2014, our aim was to create a media publishing house that truly delivers and caters to the needs of the Middle East region(and beyond)",3D Printing & Printing Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDQ5Mw==
2245,ENTROPYMIND AI,"Stand No- H4-E18, Hall No- Hall 4",United Arab Emirates,A pioneering technology company that is passionate about unleashing the power of data and intelligence to drive innovation and transform businesses.,3D Printing & Printing Services - Artificial Intelligence - Coding and Development - Ecommerce - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzExOQ==
2246,ENVIRORIDE,"Stand No- H9-B70, Hall No- Hall 9",United Arab Emirates,EnviroRide encourages eco-friendly cooperation by collecting and recycling used cooking oil through app and rewarding users for responsible disposal.,AgriTech & FoodTech - Education Tech - Energy Tech - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTE3OA==
2247,EP SYSTEMS (ONELOAD),"Stand No- -, Hall No- -",Pakistan,Fintech infrastructure for the unbanked. Empowering micro retailers to serve as micro branches for multiple banks to reach the unbanked masses,Fintech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU4OQ==
2248,ERAM DATA CENTER INFRASTRUCTURE,"Stand No- H5-D06, Hall No- Hall 5",Iran,Eram DCI is an active company in data center with a focus on control and monitoring of server rooms.,Data Centres - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc0OQ==
2249,ERESHA TECHNOLOGY INNOVATORS PVT. LTD.,"Stand No- H2-C19, Hall No- Hall 2",India,"3D Flight Simulations using VR and AI to train airline crew members in an immersive environment, preparing them to fight any emergency on board.","Artificial Intelligence - Education Tech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI2MQ==
2250,ERMIN AUTOMOTIVE,"Stand No- H3-A46, Hall No- Hall 3",India,"At Ermin Automotive, We design, develop and manufacture electric vehicles with future innovative technology to embark the journey for new generation.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIzOQ==
2251,ESAAL DWC -LLC,"Stand No- H5-E59, Hall No- Hall 5",United Arab Emirates,"Online Health and Wellness Tech Platform, that connects people to healthcare professionals",HealthTech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTI1MQ==
2252,ESAAL SOLUTIONS,"Stand No- H5-A27, Hall No- Hall 5",United Arab Emirates,Esaal is a SAAS tool & mobile application that identifies and engages in-store customers through smart digital receipts that drive customer behavior., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTAzMg==
2253,ESALINK,"Stand No- H9-B06, H9-B07, Hall No- Hall 9",France,Esalink is a Company specialized in B2B Integration Software. We develop and deploy the best solutions to connect Trading Partners and Applications.,Cloud Services - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMwMQ==
2254,ESEO MARKETING MANAGEMENT LLC,"Stand No- H4-A06, Hall No- Hall 4",United Arab Emirates,Results-Driven Digital Marketing Agency With 18+ Years of Experience,"Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzcyOQ==
2255,ESPORTSXO (TECHNO XO PRIVATE LIMITED),"Stand No- H2-B07, Hall No- Hall 2",India,EsportsXO is a platform for game and tournament discovery. Our proprietary player and game match making system allows game developers to launch games.,"Gaming - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDUyNg==
2256,ESQUADGROUP,"Stand No- H6-B30, Hall No- Hall 6",Brazil,"We provide tech solutions for windows and doors companies for budgeting, production and management",PropTech - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMxNg==
2257,ESSALY,"Stand No- H5-A33, H5-A34, Hall No- Hall 5",Saudi Arabia,Essaly™ is fully automated experience serving your company and your stakeholders needs through a simple process., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzExNw==
2258,ESTRO TECH ROBOTICS AND INNOVATIONS PVT LTD,"Stand No- H2-C53, Hall No- Hall 2",India,"Estro Tech Robotics is reimagining the retail industry using Robotics, AI and IoT technologies.","Internet of Things (IOT) - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM3OQ==
2259,ETAILY,"Stand No- H3-B20, Hall No- Hall 3",Philippines,etaily provides comprehensive solutions that enable eCommerce growth by offering end-to-end services,Ecommerce - Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI2MQ==
2260,ETERNAL FRAME,"Stand No- H8-B35, Hall No- Hall 8",Oman,"""Eternal Frame"" provides a platform where football media owners can mint their recorded and verified moments as NFTs on the blockchain.",Blockchain - Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjY2Mg==
2261,EVAGE MOTORS,"Stand No- H28-S94, Hall No- Hall 28",India,"EVage Motors is a new-age mobility start-up, engaged in manufacturing of electric commercial vehicles, aimed at decarbonizing logistics.",Ecommerce - Energy Tech - Future Mobility & Transportation - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTg1Mg==
2262,EVELYN WANG,"Stand No- H28-S76, Hall No- Hall 28",Taiwan (R.O.C.),"We are a company that develops ""pyramid ecological sustainability intelligent agriculture greenhouse system"" as a solution for ""future agriculture"" .",AgriTech & FoodTech - Energy Tech - HealthTech - Smart Cities - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzAwNQ==
2263,EVENTSTAN FZCO,"Stand No- H5-A05, H5-A06, Hall No- Hall 5",United Arab Emirates,"EventStan app and web platform connects customers with vendors in the events market, ranging from venues to catering, décor, artists and much more!","Artificial Intelligence - Big Data & Analytics - Ecommerce - Media, Marketing & Advertising Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTk4MA==
2264,EVOLUTIVE GROUP,"Stand No- H9-B43, H9-B44, Hall No- Hall 9",France,Evolutive Digital perspectives,"Ecommerce - Internet of Things (IOT) - Media, Marketing & Advertising Tech - PropTech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYxMQ==
2265,EVOLZA,"Stand No- H2-D18, Hall No- Hall 2",Sri Lanka,"Evolza CGaaS: Real Enterprise Solution Generator. Generate API-First Cloud Native Solutions in minutes. Be a Partner, Get the Projects, Use CGaaS .",Ecommerce - Education Tech - Retail Tech - Smart Cities - Software Services - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDYxNg==
2266,EXCELLENT WEBWORLD PVT. LTD.,"Stand No- H26-C38, Hall No- Hall 26",India,Excellent WebWorld infuses excellency with a brilliant touch in software & mobile apps for every Industry that boosts your business to new heights!,"Coding and Development - Consumer Tech, Smart Home & Smart Workplace - Ecommerce - Internet of Things (IOT) - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODUz
2267,EXPA.AI,"Stand No- H3-B35, Hall No- Hall 3",Myanmar,"We help brands automate their sales, marketing and customer support with AI since 2017.","Artificial Intelligence - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA1Mw==
2268,EXPAND MY BUSINESS,"Stand No- H8-E06, Hall No- Hall 8",United Arab Emirates,Expand My Business is the leading one-stop solution provider of digital services., - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjY2OQ==
2269,EXPECT,"Stand No- H9-D46, Hall No- Hall 9",United Kingdom,"Expect is a mission-driven company, addressing the climate crisis. Our goal is to enable organisations to decarbonise their operations, profitably.",Artificial Intelligence - Big Data & Analytics - Data Centres - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Mzc3Nw==
2270,EXPERTRIGHT,"Stand No- H2-B15, Hall No- Hall 2",India,ExpertRight helps tech companies to onboard & manage designers/developers on contract or project basis.,Coding and Development - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjI3OA==
2271,EXPIN FZ-LLC,"Stand No- H5-A55, Hall No- Hall 5",United Arab Emirates,The #1 GCC Influencer Marketing Agency Platform Expin is a barter & gifting platform in the UAE that connects brands with local vetted influencers,"Consumer Tech, Smart Home & Smart Workplace - Ecommerce - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU0Mg==
2272,EXPLORER BEES PRIVATE LIMITED,"Stand No- H9-C20, Hall No- Hall 9",Pakistan,"We are IT & e-tourism company bringing innovation, AI, standardisation & social media connectivity to the tourism and hospitality industry.","Artificial Intelligence - Big Data & Analytics - Ecommerce - Media, Marketing & Advertising Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDU0Nw==
2273,EXPLURGER PRIVATE LIMITED,"Stand No- H2-C25, H2-C26, Hall No- Hall 2",India,"Explurger, an AI-powered global Social Media App for travellers with users from 75+ countries. Google Incubated & rated Top 10 most Innovative Apps.","Big Data & Analytics - Media, Marketing & Advertising Tech - Retail Tech - Software Services - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjAwMQ==
2274,EXPOCAR,"Stand No- H5-E15, H5-E16, Hall No- Hall 5",United Arab Emirates,"Expocar is a Web3 ecosystem in automotive industry,specializing in the sales of cars using innovative technologies and providing NFT driver's passport","Big Data & Analytics - Blockchain - Ecommerce - Fintech - Metaverse, Immersive Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA3MQ==
2275,EXPOHIS,"Stand No- H6-C30, Hall No- Hall 6",Türkiye,ExpoHIS, - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTc5NQ==
2276,EXTERN LABS PVT LTD,"Stand No- H2-A35, Hall No- Hall 2",India,"Empowering Businesses with Innovation - Mobile Apps, Websites, eCommerce, IoT, and Digital Marketing", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTMxMA==
2277,EY,"Stand No- H27-B05, Hall No- Hall 27",United Arab Emirates,"EY exists to build a better working world, helping to create long-term value for clients, people and society and build trust in the capital markets.", - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/Nzc5
2278,EYEDEA,"Stand No- H5-A20, Hall No- Hall 5",Canada,EYEDEA: Elevating Eyewear Retail with AR & Virtual Try-On Solutions.,"Artificial Intelligence - Ecommerce - HealthTech - Metaverse, Immersive Tech - Retail Tech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTE4MA==
2279,EYEROV,"Stand No- H2-C60, Hall No- Hall 2",India,EyeROV is a fast-growing Robotics and AI company providing unmanned systems in marine space.,Artificial Intelligence - Energy Tech - Internet of Things (IOT) - Sustainability & Green Tech - Unmanned Aerial Vehicles (Drones) - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjM3OA==
2280,EZERX HEALTH TECH PVT LTD,"Stand No- H2-B40, Hall No- Hall 2",India,"EzeRx Health Tech: Pioneering non-invasive healthcare solutions, making quality healthcare accessible to all. Join us in transforming healthcare.",HealthTech - Internet of Things (IOT) - Software Services - Sustainability & Green Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NTQ1MQ==
2281,EZY,"Stand No- H7-H7-A22, Hall No- Hall 7",United Arab Emirates,ezy is introducing Rent Now Pay Later and Rental Insurance to the Real Estate Market as part of the DIFC Innovation Hub's Accelerator Program.,"Artificial Intelligence - Big Data & Analytics - Fintech - Media, Marketing & Advertising Tech - PropTech - ",https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/NDgzNQ==
2282,F9 INFOTECH FZ-LLC,"Stand No- H26-16, Hall No- Hall 26",United Arab Emirates,"An all-inclusive IT solutions provider where you get full-spectrum services: managed IT services, DevOps, cloud, security & data center modernization.",Cloud Services - Cyber security - Data Centres - Fintech - Networking & Infrastructure - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/ODUy
2283,FABCO,"Stand No- H9-B26, H9-B27, Hall No- Hall 9",France,Dappy is a radically new domain name technology. It is operated by professional companies and engineered for high value web services.,5G & Telecommunications - Blockchain - Coding and Development - Cyber security - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MjMwMA==
2284,FACEKI,"Stand No- H9-A10, Hall No- Hall 9",Bahrain,FACEKI helps organizations prevent online fraud and protect their users. Providing KYC/KYB/KYT/AML,Artificial Intelligence - Blockchain - Cyber security - Fintech - Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTIwOQ==
2285,FACEKI,"Stand No- H9-C10, Hall No- Hall 9",Bahrain,"The ultimate online fraud prevention with KYC, KYB, KYT, AML, and Biometric Authentication solutions.",Artificial Intelligence - Cyber security - Fintech - Retail Tech - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MzA2Mw==
2286,FACIA.AI,"Stand No- H5-C05, H5-C06, Hall No- Hall 5",United Kingdom,Facia empowers the world's fastest liveness detection and face recognition platform.,Blockchain - Cloud Services - Cyber security - Fintech - Smart Cities - ,https://exhibitors.gitex.com/gitex-global-2023/Exhibitor/ExbDetails/MTI4Mw==
